Time,TEMP
   0.053180000,  29.371429443
   0.133530052,  29.371429443
   0.213880104,  29.371429443
   0.294230156,  29.371429443
   0.374580208,  29.352380753
   0.454930260,  29.371429443
   0.535280312,  29.333333969
   0.615630364,  29.390476227
   0.695980416,  29.333333969
   0.776330468,  29.333333969
   0.856680520,  29.409523010
   0.937030572,  29.371429443
   1.017380624,  29.371429443
   1.097730676,  29.390476227
   1.178080728,  29.333333969
   1.258430780,  29.352380753
   1.338780832,  29.390476227
   1.419130884,  29.371429443
   1.499480936,  29.390476227
   1.579830988,  29.409523010
   1.660181040,  29.428571701
   1.740531092,  29.428571701
   1.820881144,  29.390476227
   1.901231196,  29.409523010
   1.981581248,  29.428571701
   2.061931300,  29.447618484
   2.142281352,  29.428571701
   2.222631404,  29.447618484
   2.302981456,  29.466667175
   2.383331508,  29.428571701
   2.463681560,  29.485713959
   2.544031612,  29.428571701
   2.624381664,  29.485713959
   2.704731716,  29.447618484
   2.785081768,  29.523809433
   2.865431820,  29.504762650
   2.945781872,  29.523809433
   3.026131924,  29.504762650
   3.106481976,  29.504762650
   3.186832028,  29.466667175
   3.267182080,  29.428571701
   3.347532132,  29.485713959
   3.427882184,  29.485713959
   3.508232236,  29.504762650
   3.588582288,  29.504762650
   3.668932340,  29.428571701
   3.749282392,  29.428571701
   3.829632444,  29.390476227
   3.909982496,  29.409523010
   3.990332548,  29.447618484
   4.070682600,  29.485713959
   4.151046244,  29.428571701
   4.231409889,  29.504762650
   4.311773533,  29.428571701
   4.392137178,  29.428571701
   4.472500822,  29.390476227
   4.552864467,  29.390476227
   4.633228111,  29.409523010
   4.713591756,  29.428571701
   4.793955400,  29.390476227
   4.874319045,  29.428571701
   4.954682689,  29.466667175
   5.035046334,  29.409523010
   5.115409978,  29.447618484
   5.195773623,  29.447618484
   5.276137267,  29.485713959
   5.356500912,  29.504762650
   5.436864556,  29.428571701
   5.517228201,  29.523809433
   5.597591846,  29.485713959
   5.677955490,  29.485713959
   5.758319134,  29.504762650
   5.838682779,  29.504762650
   5.919046423,  29.523809433
   5.999410068,  29.523809433
   6.079773712,  29.485713959
   6.160137357,  29.523809433
   6.240501002,  29.523809433
   6.320864646,  29.485713959
   6.401228290,  29.485713959
   6.481591935,  29.485713959
   6.561955579,  29.504762650
   6.642319224,  29.447618484
   6.722682868,  29.428571701
   6.803046513,  29.428571701
   6.883410158,  29.428571701
   6.963773802,  29.504762650
   7.044137447,  29.466667175
   7.124501091,  29.466667175
   7.204864736,  29.485713959
   7.285228380,  29.504762650
   7.365592024,  29.390476227
   7.445955669,  29.466667175
   7.526319314,  29.504762650
   7.606682958,  29.466667175
   7.687046603,  29.466667175
   7.767410247,  29.466667175
   7.847773892,  29.504762650
   7.928137536,  29.466667175
   8.008501180,  29.504762650
   8.088864825,  29.466667175
   8.169212662,  29.504762650
   8.249560499,  29.485713959
   8.329908336,  29.523809433
   8.410256172,  29.523809433
   8.490604009,  29.504762650
   8.570951846,  29.466667175
   8.651299683,  29.485713959
   8.731647520,  29.447618484
   8.811995357,  29.466667175
   8.892343193,  29.504762650
   8.972691030,  29.466667175
   9.053038867,  29.466667175
   9.133386704,  29.466667175
   9.213734541,  29.485713959
   9.294082378,  29.485713959
   9.374430214,  29.485713959
   9.454778051,  29.466667175
   9.535125888,  29.447618484
   9.615473725,  29.390476227
   9.695821562,  29.447618484
   9.776169399,  29.447618484
   9.856517235,  29.447618484
   9.936865072,  29.390476227
  10.017212909,  29.390476227
  10.097560746,  29.466667175
  10.177908583,  29.390476227
  10.258256420,  29.428571701
  10.338604256,  29.390476227
  10.418952093,  29.390476227
  10.499299930,  29.390476227
  10.579647767,  29.409523010
  10.659995604,  29.390476227
  10.740343441,  29.390476227
  10.820691277,  29.352380753
  10.901039114,  29.390476227
  10.981386951,  29.371429443
  11.061734788,  29.409523010
  11.142082625,  29.390476227
  11.222430462,  29.428571701
  11.302778298,  29.409523010
  11.383126135,  29.428571701
  11.463473972,  29.409523010
  11.543821809,  29.371429443
  11.624169646,  29.409523010
  11.704517483,  29.428571701
  11.784865319,  29.409523010
  11.865213156,  29.428571701
  11.945560993,  29.390476227
  12.025908830,  29.390476227
  12.106256667,  29.390476227
  12.186605811,  29.447618484
  12.266954955,  29.409523010
  12.347304100,  29.409523010
  12.427653244,  29.447618484
  12.508002388,  29.409523010
  12.588351533,  29.409523010
  12.668700677,  29.466667175
  12.749049821,  29.409523010
  12.829398966,  29.409523010
  12.909748110,  29.409523010
  12.990097254,  29.409523010
  13.070446399,  29.447618484
  13.150795543,  29.485713959
  13.231144687,  29.428571701
  13.311493832,  29.447618484
  13.391842976,  29.409523010
  13.472192120,  29.428571701
  13.552541265,  29.447618484
  13.632890409,  29.447618484
  13.713239553,  29.447618484
  13.793588698,  29.447618484
  13.873937842,  29.409523010
  13.954286986,  29.428571701
  14.034636131,  29.523809433
  14.114985275,  29.447618484
  14.195334419,  29.485713959
  14.275683564,  29.504762650
  14.356032708,  29.504762650
  14.436381852,  29.485713959
  14.516730997,  29.504762650
  14.597080141,  29.485713959
  14.677429285,  29.485713959
  14.757778430,  29.485713959
  14.838127574,  29.504762650
  14.918476718,  29.485713959
  14.998825863,  29.523809433
  15.079175007,  29.561904907
  15.159524151,  29.504762650
  15.239873296,  29.447618484
  15.320222440,  29.523809433
  15.400571584,  29.580951691
  15.480920729,  29.523809433
  15.561269873,  29.542856216
  15.641619017,  29.485713959
  15.721968162,  29.561904907
  15.802317306,  29.523809433
  15.882666450,  29.523809433
  15.963015595,  29.542856216
  16.043364739,  29.504762650
  16.123713883,  29.523809433
  16.204067990,  29.561904907
  16.284422097,  29.561904907
  16.364776204,  29.523809433
  16.445130311,  29.580951691
  16.525484418,  29.504762650
  16.605838525,  29.523809433
  16.686192632,  29.523809433
  16.766546739,  29.523809433
  16.846900846,  29.504762650
  16.927254953,  29.561904907
  17.007609060,  29.561904907
  17.087963167,  29.523809433
  17.168317274,  29.504762650
  17.248671381,  29.523809433
  17.329025488,  29.523809433
  17.409379595,  29.485713959
  17.489733702,  29.447618484
  17.570087809,  29.485713959
  17.650441916,  29.466667175
  17.730796023,  29.504762650
  17.811150130,  29.523809433
  17.891504237,  29.523809433
  17.971858344,  29.485713959
  18.052212451,  29.428571701
  18.132566558,  29.428571701
  18.212920665,  29.466667175
  18.293274772,  29.485713959
  18.373628879,  29.447618484
  18.453982986,  29.466667175
  18.534337093,  29.428571701
  18.614691200,  29.447618484
  18.695045307,  29.428571701
  18.775399414,  29.485713959
  18.855753521,  29.447618484
  18.936107628,  29.409523010
  19.016461735,  29.371429443
  19.096815842,  29.333333969
  19.177169949,  29.409523010
  19.257524056,  29.409523010
  19.337878163,  29.409523010
  19.418232270,  29.447618484
  19.498586377,  29.371429443
  19.578940484,  29.447618484
  19.659294591,  29.390476227
  19.739648698,  29.428571701
  19.820002805,  29.371429443
  19.900356912,  29.409523010
  19.980711019,  29.333333969
  20.061065126,  29.371429443
  20.141419233,  29.390476227
  20.221758754,  29.333333969
  20.302098275,  29.333333969
  20.382437795,  29.333333969
  20.462777316,  29.390476227
  20.543116837,  29.371429443
  20.623456357,  29.390476227
  20.703795878,  29.333333969
  20.784135399,  29.371429443
  20.864474919,  29.371429443
  20.944814440,  29.352380753
  21.025153961,  29.390476227
  21.105493481,  29.352380753
  21.185833002,  29.390476227
  21.266172523,  29.390476227
  21.346512043,  29.390476227
  21.426851564,  29.371429443
  21.507191085,  29.390476227
  21.587530605,  29.390476227
  21.667870126,  29.371429443
  21.748209647,  29.390476227
  21.828549167,  29.371429443
  21.908888688,  29.390476227
  21.989228209,  29.352380753
  22.069567729,  29.333333969
  22.149907250,  29.314285278
  22.230246771,  29.333333969
  22.310586291,  29.371429443
  22.390925812,  29.371429443
  22.471265333,  29.352380753
  22.551604853,  29.314285278
  22.631944374,  29.333333969
  22.712283895,  29.352380753
  22.792623415,  29.314285278
  22.872962936,  29.333333969
  22.953302457,  29.352380753
  23.033641977,  29.314285278
  23.113981498,  29.295238495
  23.194321019,  29.333333969
  23.274660539,  29.333333969
  23.355000060,  29.352380753
  23.435339581,  29.352380753
  23.515679101,  29.352380753
  23.596018622,  29.333333969
  23.676358143,  29.352380753
  23.756697663,  29.314285278
  23.837037184,  29.371429443
  23.917376705,  29.352380753
  23.997716225,  29.314285278
  24.078055746,  29.371429443
  24.158395267,  29.390476227
  24.238734900,  29.352380753
  24.319074534,  29.371429443
  24.399414167,  29.390476227
  24.479753801,  29.333333969
  24.560093434,  29.352380753
  24.640433068,  29.352380753
  24.720772701,  29.371429443
  24.801112335,  29.314285278
  24.881451968,  29.333333969
  24.961791602,  29.314285278
  25.042131235,  29.333333969
  25.122470869,  29.295238495
  25.202810502,  29.314285278
  25.283150136,  29.257143021
  25.363489769,  29.352380753
  25.443829403,  29.333333969
  25.524169036,  29.314285278
  25.604508670,  29.314285278
  25.684848303,  29.333333969
  25.765187937,  29.371429443
  25.845527570,  29.314285278
  25.925867204,  29.371429443
  26.006206837,  29.314285278
  26.086546471,  29.390476227
  26.166886104,  29.371429443
  26.247225738,  29.371429443
  26.327565371,  29.390476227
  26.407905005,  29.333333969
  26.488244638,  29.390476227
  26.568584272,  29.371429443
  26.648923905,  29.390476227
  26.729263539,  29.352380753
  26.809603172,  29.371429443
  26.889942806,  29.390476227
  26.970282439,  29.390476227
  27.050622073,  29.390476227
  27.130961706,  29.428571701
  27.211301340,  29.428571701
  27.291640973,  29.409523010
  27.371980607,  29.390476227
  27.452320240,  29.371429443
  27.532659874,  29.371429443
  27.612999507,  29.409523010
  27.693339141,  29.352380753
  27.773678774,  29.371429443
  27.854018408,  29.371429443
  27.934358041,  29.352380753
  28.014697675,  29.371429443
  28.095037308,  29.390476227
  28.175376942,  29.390476227
  28.255712993,  29.352380753
  28.336049044,  29.390476227
  28.416385096,  29.352380753
  28.496721147,  29.428571701
  28.577057198,  29.352380753
  28.657393250,  29.333333969
  28.737729301,  29.333333969
  28.818065352,  29.314285278
  28.898401404,  29.371429443
  28.978737455,  29.371429443
  29.059073506,  29.333333969
  29.139409558,  29.371429443
  29.219745609,  29.352380753
  29.300081660,  29.333333969
  29.380417712,  29.352380753
  29.460753763,  29.333333969
  29.541089814,  29.390476227
  29.621425866,  29.352380753
  29.701761917,  29.352380753
  29.782097968,  29.409523010
  29.862434020,  29.409523010
  29.942770071,  29.371429443
  30.023106122,  29.447618484
  30.103442174,  29.390476227
  30.183778225,  29.390476227
  30.264114276,  29.409523010
  30.344450328,  29.371429443
  30.424786379,  29.390476227
  30.505122430,  29.371429443
  30.585458482,  29.390476227
  30.665794533,  29.447618484
  30.746130584,  29.352380753
  30.826466636,  29.390476227
  30.906802687,  29.409523010
  30.987138738,  29.409523010
  31.067474790,  29.428571701
  31.147810841,  29.371429443
  31.228146892,  29.409523010
  31.308482944,  29.371429443
  31.388818995,  29.409523010
  31.469155046,  29.390476227
  31.549491098,  29.447618484
  31.629827149,  29.447618484
  31.710163200,  29.428571701
  31.790499252,  29.447618484
  31.870835303,  29.371429443
  31.951171354,  29.409523010
  32.031507406,  29.428571701
  32.111843457,  29.466667175
  32.192179508,  29.390476227
  32.272516638,  29.466667175
  32.352853768,  29.447618484
  32.433190898,  29.428571701
  32.513528028,  29.409523010
  32.593865157,  29.466667175
  32.674202287,  29.390476227
  32.754539417,  29.447618484
  32.834876547,  29.466667175
  32.915213677,  29.409523010
  32.995550807,  29.409523010
  33.075887936,  29.428571701
  33.156225066,  29.371429443
  33.236562196,  29.447618484
  33.316899326,  29.428571701
  33.397236456,  29.447618484
  33.477573586,  29.466667175
  33.557910716,  29.466667175
  33.638247845,  29.485713959
  33.718584975,  29.485713959
  33.798922105,  29.504762650
  33.879259235,  29.485713959
  33.959596365,  29.447618484
  34.039933494,  29.466667175
  34.120270624,  29.409523010
  34.200607754,  29.428571701
  34.280944884,  29.447618484
  34.361282014,  29.390476227
  34.441619144,  29.390476227
  34.521956273,  29.428571701
  34.602293403,  29.409523010
  34.682630533,  29.352380753
  34.762967663,  29.371429443
  34.843304793,  29.352380753
  34.923641923,  29.314285278
  35.003979053,  29.295238495
  35.084316182,  29.333333969
  35.164653312,  29.333333969
  35.244990442,  29.295238495
  35.325327572,  29.333333969
  35.405664702,  29.295238495
  35.486001831,  29.295238495
  35.566338961,  29.333333969
  35.646676091,  29.352380753
  35.727013221,  29.333333969
  35.807350351,  29.333333969
  35.887687481,  29.333333969
  35.968024610,  29.333333969
  36.048361740,  29.295238495
  36.128698870,  29.333333969
  36.209036000,  29.276189804
  36.289374161,  29.276189804
  36.369712323,  29.333333969
  36.450050484,  29.314285278
  36.530388646,  29.352380753
  36.610726808,  29.314285278
  36.691064969,  29.333333969
  36.771403130,  29.371429443
  36.851741292,  29.314285278
  36.932079453,  29.352380753
  37.012417615,  29.314285278
  37.092755776,  29.352380753
  37.173093938,  29.333333969
  37.253432099,  29.352380753
  37.333770261,  29.276189804
  37.414108423,  29.295238495
  37.494446584,  29.352380753
  37.574784745,  29.333333969
  37.655122907,  29.352380753
  37.735461069,  29.390476227
  37.815799230,  29.314285278
  37.896137391,  29.333333969
  37.976475553,  29.314285278
  38.056813715,  29.333333969
  38.137151876,  29.371429443
  38.217490037,  29.390476227
  38.297828199,  29.333333969
  38.378166360,  29.352380753
  38.458504522,  29.352380753
  38.538842684,  29.371429443
  38.619180845,  29.333333969
  38.699519006,  29.333333969
  38.779857168,  29.352380753
  38.860195330,  29.352380753
  38.940533491,  29.371429443
  39.020871652,  29.352380753
  39.101209814,  29.352380753
  39.181547976,  29.371429443
  39.261886137,  29.295238495
  39.342224298,  29.352380753
  39.422562460,  29.314285278
  39.502900622,  29.333333969
  39.583238783,  29.371429443
  39.663576945,  29.352380753
  39.743915106,  29.352380753
  39.824253267,  29.333333969
  39.904591429,  29.314285278
  39.984929591,  29.352380753
  40.065267752,  29.333333969
  40.145605913,  29.352380753
  40.225944075,  29.314285278
  40.306296853,  29.314285278
  40.386649631,  29.314285278
  40.467002409,  29.352380753
  40.547355186,  29.333333969
  40.627707964,  29.352380753
  40.708060742,  29.390476227
  40.788413520,  29.371429443
  40.868766298,  29.371429443
  40.949119076,  29.409523010
  41.029471853,  29.390476227
  41.109824631,  29.371429443
  41.190177409,  29.352380753
  41.270530187,  29.390476227
  41.350882965,  29.371429443
  41.431235743,  29.371429443
  41.511588520,  29.352380753
  41.591941298,  29.333333969
  41.672294076,  29.276189804
  41.752646854,  29.295238495
  41.832999632,  29.314285278
  41.913352409,  29.295238495
  41.993705187,  29.257143021
  42.074057965,  29.333333969
  42.154410743,  29.314285278
  42.234763521,  29.314285278
  42.315116299,  29.295238495
  42.395469076,  29.295238495
  42.475821854,  29.314285278
  42.556174632,  29.276189804
  42.636527410,  29.276189804
  42.716880188,  29.276189804
  42.797232966,  29.276189804
  42.877585743,  29.238094330
  42.957938521,  29.257143021
  43.038291299,  29.200000763
  43.118644077,  29.276189804
  43.198996855,  29.238094330
  43.279349633,  29.219047546
  43.359702410,  29.180952072
  43.440055188,  29.200000763
  43.520407966,  29.219047546
  43.600760744,  29.200000763
  43.681113522,  29.257143021
  43.761466300,  29.238094330
  43.841819077,  29.257143021
  43.922171855,  29.276189804
  44.002524633,  29.219047546
  44.082877411,  29.200000763
  44.163230189,  29.257143021
  44.243582967,  29.276189804
  44.323918476,  29.238094330
  44.404253985,  29.257143021
  44.484589494,  29.276189804
  44.564925003,  29.257143021
  44.645260513,  29.314285278
  44.725596022,  29.295238495
  44.805931531,  29.257143021
  44.886267040,  29.314285278
  44.966602549,  29.295238495
  45.046938058,  29.333333969
  45.127273567,  29.314285278
  45.207609077,  29.333333969
  45.287944586,  29.352380753
  45.368280095,  29.333333969
  45.448615604,  29.314285278
  45.528951113,  29.314285278
  45.609286623,  29.371429443
  45.689622132,  29.390476227
  45.769957641,  29.333333969
  45.850293150,  29.371429443
  45.930628659,  29.371429443
  46.010964168,  29.352380753
  46.091299677,  29.314285278
  46.171635187,  29.333333969
  46.251970696,  29.295238495
  46.332306205,  29.371429443
  46.412641714,  29.352380753
  46.492977223,  29.295238495
  46.573312732,  29.314285278
  46.653648242,  29.276189804
  46.733983751,  29.276189804
  46.814319260,  29.276189804
  46.894654769,  29.276189804
  46.974990278,  29.333333969
  47.055325787,  29.333333969
  47.135661297,  29.333333969
  47.215996806,  29.352380753
  47.296332315,  29.295238495
  47.376667824,  29.295238495
  47.457003333,  29.295238495
  47.537338842,  29.295238495
  47.617674352,  29.333333969
  47.698009861,  29.352380753
  47.778345370,  29.333333969
  47.858680879,  29.333333969
  47.939016388,  29.314285278
  48.019351898,  29.276189804
  48.099687407,  29.314285278
  48.180022916,  29.295238495
  48.260358425,  29.295238495
  48.340702795,  29.333333969
  48.421047166,  29.333333969
  48.501391536,  29.276189804
  48.581735906,  29.314285278
  48.662080277,  29.314285278
  48.742424647,  29.314285278
  48.822769017,  29.295238495
  48.903113388,  29.314285278
  48.983457758,  29.238094330
  49.063802128,  29.276189804
  49.144146499,  29.276189804
  49.224490869,  29.238094330
  49.304835239,  29.219047546
  49.385179610,  29.219047546
  49.465523980,  29.295238495
  49.545868350,  29.219047546
  49.626212721,  29.238094330
  49.706557091,  29.276189804
  49.786901461,  29.276189804
  49.867245832,  29.276189804
  49.947590202,  29.257143021
  50.027934572,  29.295238495
  50.108278943,  29.276189804
  50.188623313,  29.295238495
  50.268967683,  29.276189804
  50.349312054,  29.219047546
  50.429656424,  29.295238495
  50.510000794,  29.314285278
  50.590345165,  29.333333969
  50.670689535,  29.295238495
  50.751033905,  29.314285278
  50.831378276,  29.295238495
  50.911722646,  29.295238495
  50.992067016,  29.352380753
  51.072411387,  29.352380753
  51.152755757,  29.371429443
  51.233100127,  29.352380753
  51.313444498,  29.333333969
  51.393788868,  29.314285278
  51.474133238,  29.333333969
  51.554477609,  29.333333969
  51.634821979,  29.314285278
  51.715166349,  29.276189804
  51.795510720,  29.314285278
  51.875855090,  29.333333969
  51.956199460,  29.314285278
  52.036543831,  29.352380753
  52.116888201,  29.333333969
  52.197232571,  29.295238495
  52.277576942,  29.333333969
  52.357904912,  29.314285278
  52.438232883,  29.352380753
  52.518560854,  29.295238495
  52.598888825,  29.276189804
  52.679216796,  29.295238495
  52.759544767,  29.352380753
  52.839872738,  29.371429443
  52.920200708,  29.295238495
  53.000528679,  29.333333969
  53.080856650,  29.314285278
  53.161184621,  29.352380753
  53.241512592,  29.371429443
  53.321840563,  29.333333969
  53.402168533,  29.314285278
  53.482496504,  29.352380753
  53.562824475,  29.371429443
  53.643152446,  29.314285278
  53.723480417,  29.352380753
  53.803808387,  29.371429443
  53.884136358,  29.333333969
  53.964464329,  29.390476227
  54.044792300,  29.371429443
  54.125120271,  29.352380753
  54.205448242,  29.333333969
  54.285776212,  29.333333969
  54.366104183,  29.352380753
  54.446432154,  29.295238495
  54.526760125,  29.333333969
  54.607088096,  29.371429443
  54.687416067,  29.333333969
  54.767744038,  29.409523010
  54.848072008,  29.314285278
  54.928399979,  29.333333969
  55.008727950,  29.257143021
  55.089055921,  29.371429443
  55.169383892,  29.371429443
  55.249711862,  29.333333969
  55.330039833,  29.428571701
  55.410367804,  29.371429443
  55.490695775,  29.409523010
  55.571023746,  29.352380753
  55.651351717,  29.371429443
  55.731679687,  29.371429443
  55.812007658,  29.352380753
  55.892335629,  29.371429443
  55.972663600,  29.371429443
  56.052991571,  29.352380753
  56.133319542,  29.333333969
  56.213647513,  29.333333969
  56.293975483,  29.352380753
  56.374292763,  29.333333969
  56.454610042,  29.352380753
  56.534927321,  29.390476227
  56.615244601,  29.352380753
  56.695561880,  29.352380753
  56.775879159,  29.352380753
  56.856196439,  29.352380753
  56.936513718,  29.333333969
  57.016830997,  29.371429443
  57.097148277,  29.390476227
  57.177465556,  29.409523010
  57.257782835,  29.409523010
  57.338100115,  29.409523010
  57.418417394,  29.371429443
  57.498734673,  29.371429443
  57.579051953,  29.333333969
  57.659369232,  29.371429443
  57.739686511,  29.352380753
  57.820003791,  29.333333969
  57.900321070,  29.352380753
  57.980638349,  29.371429443
  58.060955629,  29.371429443
  58.141272908,  29.371429443
  58.221590187,  29.352380753
  58.301907467,  29.314285278
  58.382224746,  29.352380753
  58.462542025,  29.352380753
  58.542859305,  29.333333969
  58.623176584,  29.352380753
  58.703493863,  29.371429443
  58.783811143,  29.371429443
  58.864128422,  29.352380753
  58.944445701,  29.295238495
  59.024762981,  29.371429443
  59.105080260,  29.314285278
  59.185397539,  29.333333969
  59.265714819,  29.371429443
  59.346032098,  29.352380753
  59.426349377,  29.390476227
  59.506666657,  29.333333969
  59.586983936,  29.371429443
  59.667301215,  29.371429443
  59.747618495,  29.371429443
  59.827935774,  29.371429443
  59.908253053,  29.371429443
  59.988570333,  29.390476227
  60.068887612,  29.409523010
  60.149204891,  29.428571701
  60.229522171,  29.390476227
  60.309839450,  29.466667175
  60.390174603,  29.390476227
  60.470509756,  29.447618484
  60.550844908,  29.390476227
  60.631180061,  29.390476227
  60.711515214,  29.409523010
  60.791850367,  29.371429443
  60.872185520,  29.352380753
  60.952520673,  29.333333969
  61.032855826,  29.428571701
  61.113190978,  29.409523010
  61.193526131,  29.390476227
  61.273861284,  29.371429443
  61.354196437,  29.371429443
  61.434531590,  29.371429443
  61.514866742,  29.333333969
  61.595201895,  29.371429443
  61.675537048,  29.314285278
  61.755872201,  29.371429443
  61.836207354,  29.390476227
  61.916542507,  29.352380753
  61.996877660,  29.371429443
  62.077212812,  29.333333969
  62.157547965,  29.371429443
  62.237883118,  29.333333969
  62.318218271,  29.333333969
  62.398553424,  29.295238495
  62.478888576,  29.333333969
  62.559223729,  29.314285278
  62.639558882,  29.333333969
  62.719894035,  29.333333969
  62.800229188,  29.295238495
  62.880564341,  29.314285278
  62.960899494,  29.257143021
  63.041234646,  29.276189804
  63.121569799,  29.295238495
  63.201904952,  29.276189804
  63.282240105,  29.257143021
  63.362575258,  29.276189804
  63.442910411,  29.314285278
  63.523245563,  29.200000763
  63.603580716,  29.219047546
  63.683915869,  29.276189804
  63.764251022,  29.276189804
  63.844586175,  29.238094330
  63.924921328,  29.276189804
  64.005256480,  29.276189804
  64.085591633,  29.314285278
  64.165926786,  29.314285278
  64.246261939,  29.314285278
  64.326597092,  29.314285278
  64.406963356,  29.333333969
  64.487329620,  29.314285278
  64.567695885,  29.333333969
  64.648062149,  29.352380753
  64.728428413,  29.314285278
  64.808794678,  29.314285278
  64.889160942,  29.314285278
  64.969527206,  29.333333969
  65.049893471,  29.314285278
  65.130259735,  29.257143021
  65.210625999,  29.295238495
  65.290992264,  29.314285278
  65.371358528,  29.257143021
  65.451724792,  29.295238495
  65.532091057,  29.295238495
  65.612457321,  29.314285278
  65.692823585,  29.333333969
  65.773189850,  29.314285278
  65.853556114,  29.295238495
  65.933922378,  29.314285278
  66.014288643,  29.314285278
  66.094654907,  29.314285278
  66.175021171,  29.295238495
  66.255387436,  29.333333969
  66.335753700,  29.295238495
  66.416119964,  29.333333969
  66.496486229,  29.352380753
  66.576852493,  29.352380753
  66.657218757,  29.352380753
  66.737585022,  29.371429443
  66.817951286,  29.314285278
  66.898317550,  29.333333969
  66.978683815,  29.352380753
  67.059050079,  29.333333969
  67.139416343,  29.333333969
  67.219782608,  29.295238495
  67.300148872,  29.314285278
  67.380515136,  29.333333969
  67.460881401,  29.333333969
  67.541247665,  29.352380753
  67.621613929,  29.314285278
  67.701980194,  29.314285278
  67.782346458,  29.371429443
  67.862712722,  29.352380753
  67.943078987,  29.371429443
  68.023445251,  29.333333969
  68.103811515,  29.352380753
  68.184177780,  29.333333969
  68.264544044,  29.352380753
